PERMIT #,CASE_TYPE,CASE_TYPE_DESC,SUB_TYPE,SUB_TYPE_DESC,STATUS_CODE,Date_Initiated,Date_Issued,TASK_CODE,TASK_DESC,Temp U&O Complete Date,Final U&O Complete Date
2019014665,CARN,Building Residential - New,CAA01R301,Single Family Residence,DONE,3/13/2019,3/20/2019,CABUO,U&O Letter,,12/5/2019
2019014889,CARN,Building Residential - New,CAA14U011,"Accessory Structure, Shed / Storage Bldg",DONE,3/14/2019,3/20/2019,CABUO,U&O Letter,,5/23/2019
2019015959,CARN,Building Residential - New,CAA14U011,"Accessory Structure, Shed / Storage Bldg",DONE,3/19/2019,3/20/2019,CABUO,U&O Letter,,7/23/2019
2019016337,CARR,Building Residential - Rehab,CAA01R301,Single Family Residence,DONE,3/20/2019,3/20/2019,CABUO,U&O Letter,,3/20/2019
2018050114,CACR,Building Commercial - Rehab,CAF30A203,Restaurant (Fast Food),DONE,8/21/2018,3/20/2020,CABUO,U&O Letter,,4/23/2021
2020005590,CACT,Building Commercial - Tenant Finish Out,CAD02B016,"General Office, Professional Services",DONE,1/27/2020,3/20/2020,CABUO,U&O Letter,,2/2/2021
2020012592,CARN,Building Residential - New,CAA01R301,Single Family Residence,DONE,2/26/2020,3/20/2020,CABUO,U&O Letter,,8/10/2020
2020012607,CARN,Building Residential - New,CAA01R301,Single Family Residence,DONE,2/26/2020,3/20/2020,CABUO,U&O Letter,,8/6/2020
2020016107,CARN,Building Residential - New,CAA01R301,Single Family Residence,DONE,3/11/2020,3/20/2020,CABUO,U&O Letter,,8/21/2020
2018004168,CACR,Building Commercial - Rehab,CAF23M001,"Liquor Sales, Merchantile",DONE,1/24/2018,3/21/2018,CABUO,U&O Letter,6/15/2018,11/19/2018
2018012380,CARA,Building Residential - Addition,CAA01R301,Single Family Residence,DONE,3/6/2018,3/21/2018,CABUO,U&O Letter,,10/29/2018
2018012935,CARR,Building Residential - Rehab,CAA01R301,Single Family Residence,DONE,3/8/2018,3/21/2018,CABUO,U&O Letter,,11/13/2018
2018013180,CARN,Building Residential - New,CAA01R301,Single Family Residence,DONE,3/9/2018,3/21/2018,CABUO,U&O Letter,,10/8/2018
2018013183,CARR,Building Residential - Rehab,CAA01R301,Single Family Residence,DONE,3/9/2018,3/21/2018,CABUO,U&O Letter,,11/26/2018
2018015841,CARA,Building Residential - Addition,CAA01R301,Single Family Residence,DONE,3/21/2018,3/21/2018,CABUO,U&O Letter,,10/9/2018
2018015863,CARA,Building Residential - Addition,CAA01R301,Single Family Residence,DONE,3/21/2018,3/21/2018,CABUO,U&O Letter,,1/15/2019
2018015890,CARN,Building Residential - New,CAA01R301,Single Family Residence,DONE,3/21/2018,3/21/2018,CABUO,U&O Letter,,7/13/2018
2018015894,CARN,Building Residential - New,CAA01R301,Single Family Residence,DONE,3/21/2018,3/21/2018,CABUO,U&O Letter,,8/7/2018
2018015896,CARN,Building Residential - New,CAA01R301,Single Family Residence,DONE,3/21/2018,3/21/2018,CABUO,U&O Letter,8/3/2018,8/3/2018
2018015897,CARN,Building Residential - New,CAA01R301,Single Family Residence,DONE,3/21/2018,3/21/2018,CABUO,U&O Letter,,8/7/2018
2018015899,CARN,Building Residential - New,CAA01R301,Single Family Residence,DONE,3/21/2018,3/21/2018,CABUO,U&O Letter,,8/7/2018
2018024730,CARN,Building Residential - New,CAA01R301,Single Family Residence,DONE,5/2/2018,3/21/2019,CABUO,U&O Letter,,2/10/2020
2018024742,CARN,Building Residential - New,CAA01R301,Single Family Residence,DONE,5/2/2018,3/21/2019,CABUO,U&O Letter,,1/9/2020
2018044405,CACN,Building Commercial - New,CAI01A317,"Airport/Heliport, Passngr Statn(Waitarea",DONE,7/27/2018,3/21/2019,CABUO,U&O Letter,9/11/2020,12/7/2020
2018044415,CACN,Building Commercial - New,CAH10S001,"Warehouse, Storage S-1",DONE,7/27/2018,3/21/2019,CABUO,U&O Letter,9/16/2020,4/21/2021
2018073265,CACR,Building Commercial - Rehab,CAF12M001,"Furniture Store, Dept/Retail Stores",DONE,11/20/2018,3/21/2019,CABUO,U&O Letter,4/25/2019,9/2/2020
2019004069,CACA,Building Commercial - Addition,CAA03R398,"Multifamily, Tri-Plex, Quad, Apartments",DONE,1/22/2019,3/21/2019,CABUO,U&O Letter,,11/7/2019
2019008236,CACR,Building Commercial - Rehab,CAD02B016,"General Office, Professional Services",DONE,2/11/2019,3/21/2019,CABUO,U&O Letter,,6/10/2019
2019010733,CACR,Building Commercial - Rehab,CAD02B016,"General Office, Professional Services",DONE,2/22/2019,3/21/2019,CABUO,U&O Letter,1/8/2020,2/4/2020
2019013202,CARN,Building Residential - New,CAA01R301,Single Family Residence,DONE,3/6/2019,3/21/2019,CABUO,U&O Letter,,4/28/2020
2019013206,CARN,Building Residential - New,CAA01R301,Single Family Residence,DONE,3/6/2019,3/21/2019,CABUO,U&O Letter,,4/28/2020
2019013207,CARN,Building Residential - New,CAA01R301,Single Family Residence,DONE,3/6/2019,3/21/2019,CABUO,U&O Letter,,5/5/2020
2019014331,CARN,Building Residential - New,CAA01R301,Single Family Residence,DONE,3/12/2019,3/21/2019,CABUO,U&O Letter,,11/1/2019
2019014883,CARN,Building Residential - New,CAA01R301,Single Family Residence,DONE,3/14/2019,3/21/2019,CABUO,U&O Letter,,7/17/2019
2019014890,CARN,Building Residential - New,CAA01R301,Single Family Residence,DONE,3/14/2019,3/21/2019,CABUO,U&O Letter,,6/18/2020
2019015487,CACR,Building Commercial - Rehab,CAD02B016,"General Office, Professional Services",DONE,3/18/2019,3/21/2019,CABUO,U&O Letter,10/28/2019,11/13/2019
2019016502,CACR,Building Commercial - Rehab,CAF05M004,Automotive Service,DONE,3/21/2019,3/21/2019,CABUO,U&O Letter,,7/8/2020
2019016507,CARR,Building Residential - Rehab,CAA01R301,Single Family Residence,DONE,3/21/2019,3/21/2019,CABUO,U&O Letter,,5/8/2019
2019016545,CARR,Building Residential - Rehab,CAA01R301,Single Family Residence,DONE,3/21/2019,3/21/2019,CABUO,U&O Letter,,9/18/2019
2018002575,CACR,Building Commercial - Rehab,CAF19A203,Restaurant (Full Service),DONE,1/17/2018,3/22/2018,CABUO,U&O Letter,8/20/2018,11/1/2018
2018003083,CARN,Building Residential - New,CAA01R301,Single Family Residence,DONE,1/19/2018,3/22/2018,CABUO,U&O Letter,,5/1/2019
2018003096,CARN,Building Residential - New,CAA01R301,Single Family Residence,DONE,1/19/2018,3/22/2018,CABUO,U&O Letter,,11/14/2018
2018003844,CACR,Building Commercial - Rehab,CAF19A203,Restaurant (Full Service),DONE,1/23/2018,3/22/2018,CABUO,U&O Letter,8/9/2018,8/23/2018
2018003990,CACA,Building Commercial - Addition,CAD02B016,"General Office, Professional Services",DONE,1/24/2018,3/22/2018,CABUO,U&O Letter,,1/23/2019
2018005551,CARN,Building Residential - New,CAA01R301,Single Family Residence,DONE,1/31/2018,3/22/2018,CABUO,U&O Letter,,7/9/2020
2018009455,CACR,Building Commercial - Rehab,CAE02I002,"Hospital, Institutional I-2",DONE,2/20/2018,3/22/2018,CABUO,U&O Letter,,11/1/2018
2018010139,CARN,Building Residential - New,CAA01R301,Single Family Residence,DONE,2/22/2018,3/22/2018,CABUO,U&O Letter,,1/6/2021
2018015369,CARN,Building Residential - New,CAA01R301,Single Family Residence,DONE,3/20/2018,3/22/2018,CABUO,U&O Letter,,9/24/2018
2018015373,CARN,Building Residential - New,CAA01R301,Single Family Residence,DONE,3/20/2018,3/22/2018,CABUO,U&O Letter,,9/5/2018
2018015379,CARN,Building Residential - New,CAA01R301,Single Family Residence,DONE,3/20/2018,3/22/2018,CABUO,U&O Letter,,9/14/2018
2018015744,CACT,Building Commercial - Tenant Finish Out,CAC06B009,"Personal Instruction, Educational  > 12",DONE,3/21/2018,3/22/2018,CABUO,U&O Letter,4/5/2018,4/23/2018
2018015925,CARA,Building Residential - Addition,CAA01R301,Single Family Residence,DONE,3/21/2018,3/22/2018,CABUO,U&O Letter,,1/30/2019
2018015944,CARA,Building Residential - Addition,CAA01R301,Single Family Residence,DONE,3/21/2018,3/22/2018,CABUO,U&O Letter,,8/1/2019
2018016181,CARR,Building Residential - Rehab,CAA01R301,Single Family Residence,DONE,3/22/2018,3/22/2018,CABUO,U&O Letter,,5/29/2018
2018061642,CACR,Building Commercial - Rehab,CAH10S001,"Warehouse, Storage S-1",DONE,9/27/2018,3/22/2019,CABUO,U&O Letter,,9/26/2019
2019011054,CACR,Building Commercial - Rehab,CAH06H000,"Manufacturing, Light Hazardous (H1-H5)",DONE,2/25/2019,3/22/2019,CABUO,U&O Letter,,8/24/2020
2019012572,CARN,Building Residential - New,CAA01R301,Single Family Residence,DONE,3/4/2019,3/22/2019,CABUO,U&O Letter,,10/2/2019
2019012579,CARN,Building Residential - New,CAA01R301,Single Family Residence,DONE,3/4/2019,3/22/2019,CABUO,U&O Letter,,10/2/2019
2019012884,CARN,Building Residential - New,CAA01R301,Single Family Residence,DONE,3/5/2019,3/22/2019,CABUO,U&O Letter,,3/6/2020
2019012888,CARN,Building Residential - New,CAA01R301,Single Family Residence,DONE,3/5/2019,3/22/2019,CABUO,U&O Letter,,1/15/2020
2019013138,CACT,Building Commercial - Tenant Finish Out,CAF20M001,"Retail, Department / Retail Stores",DONE,3/6/2019,3/22/2019,CABUO,U&O Letter,,1/29/2020
2019013213,CARN,Building Residential - New,CAA01R301,Single Family Residence,DONE,3/6/2019,3/22/2019,CABUO,U&O Letter,,9/18/2019
2019015164,CARN,Building Residential - New,CAA01R301,Single Family Residence,DONE,3/15/2019,3/22/2019,CABUO,U&O Letter,,7/27/2020
2019015198,CARN,Building Residential - New,CAA01R301,Single Family Residence,DONE,3/15/2019,3/22/2019,CABUO,U&O Letter,,7/27/2020
2019015212,CARN,Building Residential - New,CAA14U004,"Accessory Structure, Carport",DONE,3/15/2019,3/22/2019,CABUO,U&O Letter,,7/29/2020
2019015221,CARN,Building Residential - New,CAA14U004,"Accessory Structure, Carport",DONE,3/15/2019,3/22/2019,CABUO,U&O Letter,,7/29/2020
2019016708,CARN,Building Residential - New,CAA14U004,"Accessory Structure, Carport",DONE,3/21/2019,3/22/2019,CABUO,U&O Letter,,7/15/2019
2019016712,CARN,Building Residential - New,CAA01R301,Single Family Residence,DONE,3/21/2019,3/22/2019,CABUO,U&O Letter,,1/30/2020
2019016828,CARJ,Building Residential - Fire Damage,CAA01R301,Single Family Residence,DONE,3/22/2019,3/22/2019,CABUO,U&O Letter,,7/18/2019
2019016842,CARR,Building Residential - Rehab,CAA01R301,Single Family Residence,DONE,3/22/2019,3/22/2019,CABUO,U&O Letter,,2/26/2020
2019016847,CARN,Building Residential - New,CAA01R301,Single Family Residence,DONE,3/22/2019,3/22/2019,CABUO,U&O Letter,,10/22/2019
2019016853,CARN,Building Residential - New,CAA01R301,Single Family Residence,DONE,3/22/2019,3/22/2019,CABUO,U&O Letter,,10/22/2019
2019016894,CARR,Building Residential - Rehab,CAA01R301,Single Family Residence,DONE,3/22/2019,3/22/2019,CABUO,U&O Letter,,3/19/2020
2019016913,CARR,Building Residential - Rehab,CAA01R301,Single Family Residence,DONE,3/22/2019,3/22/2019,CABUO,U&O Letter,,8/10/2020
2019016933,CARR,Building Residential - Rehab,CAA01R301,Single Family Residence,DONE,3/22/2019,3/22/2019,CABUO,U&O Letter,,11/6/2019
2019016953,CARN,Building Residential - New,CAA01R301,Single Family Residence,DONE,3/22/2019,3/22/2019,CABUO,U&O Letter,,1/13/2020
2019016957,CARN,Building Residential - New,CAA01R301,Single Family Residence,DONE,3/22/2019,3/22/2019,CABUO,U&O Letter,,1/13/2020
2019016985,CARR,Building Residential - Rehab,CAA01R301,Single Family Residence,DONE,3/22/2019,3/22/2019,CABUO,U&O Letter,,8/27/2019
2019017004,CARR,Building Residential - Rehab,CAA01R301,Single Family Residence,DONE,3/22/2019,3/22/2019,CABUO,U&O Letter,,9/27/2019
2020080473,CACL,Building Commercial Rehab Storm Damage,CAD02B016,"General Office, Professional Services",DONE,12/29/2020,3/22/2021,CABUO,U&O Letter,,5/27/2021
2018004162,CARN,Building Residential - New,CAA01R301,Single Family Residence,DONE,1/24/2018,3/23/2018,CABUO,U&O Letter,,10/18/2018
2018009004,CARN,Building Residential - New,CAA11R301,Detached Accessory Dwelling Unit,DONE,2/15/2018,3/23/2018,CABUO,U&O Letter,,4/4/2018
2018011094,CACR,Building Commercial - Rehab,CAD02B016,"General Office, Professional Services",DONE,2/28/2018,3/23/2018,CABUO,U&O Letter,,8/28/2018
2018011341,CARN,Building Residential - New,CAA01R301,Single Family Residence,DONE,2/28/2018,3/23/2018,CABUO,U&O Letter,10/2/2019,11/19/2019
2018011345,CARN,Building Residential - New,CAA01R301,Single Family Residence,DONE,2/28/2018,3/23/2018,CABUO,U&O Letter,,4/23/2020
2018011348,CARN,Building Residential - New,CAA01R301,Single Family Residence,DONE,2/28/2018,3/23/2018,CABUO,U&O Letter,2/25/2019,4/10/2019
2018013503,CACR,Building Commercial - Rehab,CAD02B016,"General Office, Professional Services",DONE,3/12/2018,3/23/2018,CABUO,U&O Letter,,8/23/2018
2018013890,CARN,Building Residential - New,CAA01R301,Single Family Residence,DONE,3/13/2018,3/23/2018,CABUO,U&O Letter,,8/29/2018
2018013899,CARN,Building Residential - New,CAA01R301,Single Family Residence,DONE,3/13/2018,3/23/2018,CABUO,U&O Letter,,8/23/2018
2018013953,CARN,Building Residential - New,CAA01R301,Single Family Residence,DONE,3/13/2018,3/23/2018,CABUO,U&O Letter,3/5/2020,
2018016083,CACR,Building Commercial - Rehab,CAD02B016,"General Office, Professional Services",DONE,3/22/2018,3/23/2018,CABUO,U&O Letter,,7/25/2018
2018016309,CARN,Building Residential - New,CAA01R301,Single Family Residence,DONE,3/23/2018,3/23/2018,CABUO,U&O Letter,,2/11/2019
2018016312,CARN,Building Residential - New,CAA01R301,Single Family Residence,DONE,3/23/2018,3/23/2018,CABUO,U&O Letter,,12/20/2018
2018016315,CARN,Building Residential - New,CAA01R301,Single Family Residence,DONE,3/23/2018,3/23/2018,CABUO,U&O Letter,,2/11/2019
2018016324,CARN,Building Residential - New,CAA01R301,Single Family Residence,DONE,3/23/2018,3/23/2018,CABUO,U&O Letter,,12/17/2018
2018016326,CARN,Building Residential - New,CAA01R301,Single Family Residence,DONE,3/23/2018,3/23/2018,CABUO,U&O Letter,,3/28/2019
2018016329,CARN,Building Residential - New,CAA01R301,Single Family Residence,DONE,3/23/2018,3/23/2018,CABUO,U&O Letter,,1/22/2020
2018016331,CARN,Building Residential - New,CAA01R301,Single Family Residence,DONE,3/23/2018,3/23/2018,CABUO,U&O Letter,,1/22/2020
2018016333,CARN,Building Residential - New,CAA01R301,Single Family Residence,DONE,3/23/2018,3/23/2018,CABUO,U&O Letter,,2/19/2020
2018016334,CARN,Building Residential - New,CAA01R301,Single Family Residence,DONE,3/23/2018,3/23/2018,CABUO,U&O Letter,,12/20/2019
2018016336,CARN,Building Residential - New,CAA01R301,Single Family Residence,DONE,3/23/2018,3/23/2018,CABUO,U&O Letter,,1/22/2020
2020005699,CACR,Building Commercial - Rehab,CAD02B006,"General Office, Civic Administration",DONE,1/27/2020,3/23/2020,CABUO,U&O Letter,,8/10/2020
2020014697,CARN,Building Residential - New,CAA01R301,Single Family Residence,DONE,3/6/2020,3/23/2020,CABUO,U&O Letter,,7/7/2020
2020017554,CARA,Building Residential - Addition,CAA01R301,Single Family Residence,DONE,3/18/2020,3/23/2020,CABUO,U&O Letter,11/18/2020,11/25/2020
2020017784,CACL,Building Commercial Rehab Storm Damage,CAF20M001,"Retail, Department / Retail Stores",DONE,3/18/2020,3/23/2020,CABUO,U&O Letter,,10/27/2020
2020017953,CARR,Building Residential - Rehab,CAA01R301,Single Family Residence,DONE,3/19/2020,3/23/2020,CABUO,U&O Letter,,10/27/2020
2019074924,CACR,Building Commercial - Rehab,CAF20M001,"Retail, Department / Retail Stores",DONE,12/9/2019,3/24/2020,CABUO,U&O Letter,,9/25/2020
2020012200,CARN,Building Residential - New,CAA01R301,Single Family Residence,DONE,2/25/2020,3/24/2020,CABUO,U&O Letter,,9/2/2020
2020012203,CARN,Building Residential - New,CAA01R301,Single Family Residence,DONE,2/25/2020,3/24/2020,CABUO,U&O Letter,,8/11/2020
2020012206,CARN,Building Residential - New,CAA01R301,Single Family Residence,DONE,2/25/2020,3/24/2020,CABUO,U&O Letter,,10/1/2020
2020012208,CARN,Building Residential - New,CAA01R301,Single Family Residence,ISSUE,2/25/2020,3/24/2020,CABUO,U&O Letter,,8/10/2020
2020014008,CARN,Building Residential - New,CAA01R301,Single Family Residence,DONE,3/4/2020,3/24/2020,CABUO,U&O Letter,,9/23/2020
2020014009,CARN,Building Residential - New,CAA01R301,Single Family Residence,DONE,3/4/2020,3/24/2020,CABUO,U&O Letter,,8/6/2020
2020015422,CARN,Building Residential - New,CAA03R301,"Multifamily, Townhome",ISSUE,3/10/2020,3/24/2020,CABUO,U&O Letter,6/22/2021,
2020015423,CARN,Building Residential - New,CAA03R301,"Multifamily, Townhome",ISSUE,3/10/2020,3/24/2020,CABUO,U&O Letter,6/22/2021,
2020015424,CARN,Building Residential - New,CAA03R301,"Multifamily, Townhome",ISSUE,3/10/2020,3/24/2020,CABUO,U&O Letter,6/22/2021,
2020015426,CARN,Building Residential - New,CAA03R301,"Multifamily, Townhome",ISSUE,3/10/2020,3/24/2020,CABUO,U&O Letter,6/22/2021,
2020015428,CARN,Building Residential - New,CAA03R301,"Multifamily, Townhome",ISSUE,3/10/2020,3/24/2020,CABUO,U&O Letter,6/22/2021,
2020015667,CARN,Building Residential - New,CAA01R301,Single Family Residence,DONE,3/10/2020,3/24/2020,CABUO,U&O Letter,,10/1/2020
2020015669,CARN,Building Residential - New,CAA01R301,Single Family Residence,DONE,3/10/2020,3/24/2020,CABUO,U&O Letter,,10/26/2020
2020015677,CARN,Building Residential - New,CAA01R301,Single Family Residence,DONE,3/10/2020,3/24/2020,CABUO,U&O Letter,,10/27/2020
2020015682,CARN,Building Residential - New,CAA01R301,Single Family Residence,DONE,3/10/2020,3/24/2020,CABUO,U&O Letter,,8/24/2020
2020015742,CARN,Building Residential - New,CAA01R301,Single Family Residence,DONE,3/10/2020,3/24/2020,CABUO,U&O Letter,,12/7/2020
2020016369,CARN,Building Residential - New,CAA01R301,Single Family Residence,DONE,3/12/2020,3/24/2020,CABUO,U&O Letter,,10/26/2020
2020016372,CARN,Building Residential - New,CAA01R301,Single Family Residence,DONE,3/12/2020,3/24/2020,CABUO,U&O Letter,,10/26/2020
2020016376,CARN,Building Residential - New,CAA01R301,Single Family Residence,DONE,3/12/2020,3/24/2020,CABUO,U&O Letter,,10/1/2020
2020016379,CARN,Building Residential - New,CAA01R301,Single Family Residence,DONE,3/12/2020,3/24/2020,CABUO,U&O Letter,,10/26/2020
2020016598,CARN,Building Residential - New,CAA03R301,"Multifamily, Townhome",DONE,3/13/2020,3/24/2020,CABUO,U&O Letter,,7/10/2020
2020016600,CARN,Building Residential - New,CAA03R301,"Multifamily, Townhome",DONE,3/13/2020,3/24/2020,CABUO,U&O Letter,,7/10/2020
2020016612,CARN,Building Residential - New,CAA03R301,"Multifamily, Townhome",DONE,3/13/2020,3/24/2020,CABUO,U&O Letter,,7/10/2020
2020016625,CARN,Building Residential - New,CAA03R301,"Multifamily, Townhome",DONE,3/13/2020,3/24/2020,CABUO,U&O Letter,,7/10/2020
2020016634,CARN,Building Residential - New,CAA03R301,"Multifamily, Townhome",DONE,3/13/2020,3/24/2020,CABUO,U&O Letter,,7/30/2020
2020016635,CARN,Building Residential - New,CAA03R301,"Multifamily, Townhome",DONE,3/13/2020,3/24/2020,CABUO,U&O Letter,,7/30/2020
2020016644,CARN,Building Residential - New,CAA03R301,"Multifamily, Townhome",DONE,3/13/2020,3/24/2020,CABUO,U&O Letter,,7/30/2020
2020016645,CARN,Building Residential - New,CAA03R301,"Multifamily, Townhome",DONE,3/13/2020,3/24/2020,CABUO,U&O Letter,,7/30/2020
2020017629,CACL,Building Commercial Rehab Storm Damage,CAD02B016,"General Office, Professional Services",DONE,3/18/2020,3/24/2020,CABUO,U&O Letter,,6/22/2021
2018074297,CACR,Building Commercial - Rehab,CAF20M001,"Retail, Department / Retail Stores",DONE,11/27/2018,3/25/2019,CABUO,U&O Letter,,6/12/2019
2019003506,CACR,Building Commercial - Rehab,CAE05B012,"Medical/Sci Lab, Labs, Testing/ Research",DONE,1/18/2019,3/25/2019,CABUO,U&O Letter,,7/25/2019
2019009308,CACR,Building Commercial - Rehab,CAF18B004,"Personal Care Svcs, Barber/Beauty Shops",DONE,2/14/2019,3/25/2019,CABUO,U&O Letter,,4/15/2019
2019011300,CARN,Building Residential - New,CAA01R301,Single Family Residence,DONE,2/26/2019,3/25/2019,CABUO,U&O Letter,,2/4/2020
2019012763,CACR,Building Commercial - Rehab,CAF18B012,"Personal Care Svcs, Hair/ Nail Salon",OPEN,3/5/2019,3/25/2019,CABUO,U&O Letter,,8/7/2019
2019012896,CACR,Building Commercial - Rehab,CAL03A999,"Commercial Amusement (In), Other",DONE,3/5/2019,3/25/2019,CABUO,U&O Letter,,7/15/2019
2019014950,CACR,Building Commercial - Rehab,CAF20M001,"Retail, Department / Retail Stores",DONE,3/14/2019,3/25/2019,CABUO,U&O Letter,,6/4/2019
2019015480,CARN,Building Residential - New,CAA01R301,Single Family Residence,DONE,3/18/2019,3/25/2019,CABUO,U&O Letter,7/26/2019,10/24/2019
2019015876,CARN,Building Residential - New,CAA01R301,Single Family Residence,DONE,3/19/2019,3/25/2019,CABUO,U&O Letter,,12/1/2020
2019015892,CARN,Building Residential - New,CAA01R301,Single Family Residence,DONE,3/19/2019,3/25/2019,CABUO,U&O Letter,,12/1/2020
2019015941,CARN,Building Residential - New,CAA01R301,Single Family Residence,DONE,3/19/2019,3/25/2019,CABUO,U&O Letter,,10/28/2019
2019015948,CARN,Building Residential - New,CAA01R301,Single Family Residence,DONE,3/19/2019,3/25/2019,CABUO,U&O Letter,,10/11/2019
2019015950,CARN,Building Residential - New,CAA01R301,Single Family Residence,DONE,3/19/2019,3/25/2019,CABUO,U&O Letter,,10/24/2019
2019015953,CARN,Building Residential - New,CAA01R301,Single Family Residence,DONE,3/19/2019,3/25/2019,CABUO,U&O Letter,,10/4/2019
2019015962,CARN,Building Residential - New,CAA01R301,Single Family Residence,DONE,3/19/2019,3/25/2019,CABUO,U&O Letter,,10/4/2019
2019015963,CARN,Building Residential - New,CAA01R301,Single Family Residence,DONE,3/19/2019,3/25/2019,CABUO,U&O Letter,,12/30/2019
2019016003,CARN,Building Residential - New,CAA01R301,Single Family Residence,DONE,3/19/2019,3/25/2019,CABUO,U&O Letter,,10/3/2019
2019016874,CARN,Building Residential - New,CAA01R301,Single Family Residence,DONE,3/22/2019,3/25/2019,CABUO,U&O Letter,,10/23/2019
2019016968,CARN,Building Residential - New,CAA01R301,Single Family Residence,DONE,3/22/2019,3/25/2019,CABUO,U&O Letter,,2/11/2020
2019016972,CARN,Building Residential - New,CAA01R301,Single Family Residence,DONE,3/22/2019,3/25/2019,CABUO,U&O Letter,,2/11/2020
2019017117,CARA,Building Residential - Addition,CAA01R301,Single Family Residence,DONE,3/25/2019,3/25/2019,CABUO,U&O Letter,,7/5/2019
2019017189,CARA,Building Residential - Addition,CAA01R301,Single Family Residence,DONE,3/25/2019,3/25/2019,CABUO,U&O Letter,,6/28/2019
2019017192,CARR,Building Residential - Rehab,CAA01R301,Single Family Residence,DONE,3/25/2019,3/25/2019,CABUO,U&O Letter,,10/16/2019
2019043727,CACR,Building Commercial - Rehab,CAD02B016,"General Office, Professional Services",DONE,7/23/2019,3/25/2020,CABUO,U&O Letter,1/27/2021,2/12/2021
2019064477,CACH,Building Commercial - Shell,CAF20M001,"Retail, Department / Retail Stores",DONE,10/22/2019,3/25/2020,CABUO,U&O Letter,,3/11/2021
2020011491,CARN,Building Residential - New,CAA03R301,"Multifamily, Townhome",DONE,2/21/2020,3/25/2020,CABUO,U&O Letter,,9/1/2020
2020011493,CARN,Building Residential - New,CAA03R301,"Multifamily, Townhome",DONE,2/21/2020,3/25/2020,CABUO,U&O Letter,,9/1/2020
2020011497,CARN,Building Residential - New,CAA03R301,"Multifamily, Townhome",DONE,2/21/2020,3/25/2020,CABUO,U&O Letter,,9/1/2020
2020011498,CARN,Building Residential - New,CAA03R301,"Multifamily, Townhome",DONE,2/21/2020,3/25/2020,CABUO,U&O Letter,,9/1/2020
2020011500,CARN,Building Residential - New,CAA03R301,"Multifamily, Townhome",DONE,2/21/2020,3/25/2020,CABUO,U&O Letter,,9/1/2020
2020011502,CARN,Building Residential - New,CAA03R301,"Multifamily, Townhome",DONE,2/21/2020,3/25/2020,CABUO,U&O Letter,,9/1/2020
2020012215,CARN,Building Residential - New,CAA01R301,Single Family Residence,DONE,2/25/2020,3/25/2020,CABUO,U&O Letter,10/20/2020,2/10/2021
2020012225,CARN,Building Residential - New,CAA01R301,Single Family Residence,DONE,2/25/2020,3/25/2020,CABUO,U&O Letter,,10/20/2020
2020012256,CARN,Building Residential - New,CAA01R301,Single Family Residence,DONE,2/25/2020,3/25/2020,CABUO,U&O Letter,,10/1/2020
2020012261,CARN,Building Residential - New,CAA01R301,Single Family Residence,DONE,2/25/2020,3/25/2020,CABUO,U&O Letter,,8/24/2020
2020012294,CACT,Building Commercial - Tenant Finish Out,CAD02B016,"General Office, Professional Services",DONE,2/25/2020,3/25/2020,CABUO,U&O Letter,,1/6/2021
2020017918,CARN,Building Residential - New,CAA01R301,Single Family Residence,DONE,3/19/2020,3/25/2020,CABUO,U&O Letter,,11/4/2020
2020017920,CARN,Building Residential - New,CAA01R301,Single Family Residence,DONE,3/19/2020,3/25/2020,CABUO,U&O Letter,,10/1/2020
2020017925,CARN,Building Residential - New,CAA01R301,Single Family Residence,DONE,3/19/2020,3/25/2020,CABUO,U&O Letter,,10/1/2020
2020017936,CARN,Building Residential - New,CAA01R301,Single Family Residence,DONE,3/19/2020,3/25/2020,CABUO,U&O Letter,,9/17/2020
2020017988,CARN,Building Residential - New,CAA01R301,Single Family Residence,DONE,3/19/2020,3/25/2020,CABUO,U&O Letter,,10/19/2020
2020017994,CARN,Building Residential - New,CAA01R301,Single Family Residence,DONE,3/19/2020,3/25/2020,CABUO,U&O Letter,,11/19/2020
2020018402,CARL,Building Residential Rehab Storm Damage,CAA01R301,Single Family Residence,DONE,3/21/2020,3/25/2020,CABUO,U&O Letter,,11/16/2020
2018004980,CARN,Building Residential - New,CAA01R301,Single Family Residence,DONE,1/29/2018,3/26/2018,CABUO,U&O Letter,,11/6/2018
2018004992,CARN,Building Residential - New,CAA01R301,Single Family Residence,DONE,1/29/2018,3/26/2018,CABUO,U&O Letter,,10/15/2018
2018006590,CACR,Building Commercial - Rehab,CAF19A203,Restaurant (Full Service),DONE,2/5/2018,3/26/2018,CABUO,U&O Letter,12/27/2018,4/15/2019
2018006788,CACR,Building Commercial - Rehab,CAD02B016,"General Office, Professional Services",DONE,2/6/2018,3/26/2018,CABUO,U&O Letter,8/15/2018,9/7/2018
2018011606,CARN,Building Residential - New,CAA01R301,Single Family Residence,DONE,3/1/2018,3/26/2018,CABUO,U&O Letter,,4/1/2019
2018014703,CARN,Building Residential - New,CAA01R301,Single Family Residence,DONE,3/16/2018,3/26/2018,CABUO,U&O Letter,,2/22/2019
2018014704,CARN,Building Residential - New,CAA01R301,Single Family Residence,DONE,3/16/2018,3/26/2018,CABUO,U&O Letter,,2/22/2019
2018016669,CARR,Building Residential - Rehab,CAA01R301,Single Family Residence,DONE,3/26/2018,3/26/2018,CABUO,U&O Letter,,11/19/2018
